complaint_id,order_id,complaint_type,resolution_time
1997,5669,Cold Food,7
1998,22779,Late Delivery,53
1999,79995,Late Delivery,47
2000,38885,Cold Food,35
2001,85432,Cold Food,21
2002,84639,Cold Food,8
2003,47730,Cold Food,55
2004,13562,Cold Food,12
2005,16309,Wrong Item,4
2006,48975,Wrong Item,54
2007,46652,Late Delivery,48
2008,78980,Wrong Item,34
2009,81381,Late Delivery,25
2010,67149,Late Delivery,13
2011,59801,Missing Item,40
2012,12648,Missing Item,45
2013,79614,Wrong Item,44
2014,68833,Late Delivery,2
2015,76450,Cold Food,13
2016,93034,Cold Food,71
2017,82926,Missing Item,25
2018,90211,Missing Item,66
2019,88958,Wrong Item,35
2020,72345,Wrong Item,30
2021,61459,Missing Item,30
2022,8910,Wrong Item,65
2023,92327,Cold Food,59
2024,46543,Missing Item,2
2025,99714,Late Delivery,30
2026,76559,Late Delivery,25
2027,67228,Cold Food,20
2028,54720,Late Delivery,49
2029,98635,Wrong Item,59
2030,92002,Missing Item,48
2031,57992,Wrong Item,7
2032,45325,Missing Item,41
2033,1883,Cold Food,34
2034,65367,Wrong Item,62
2035,89690,Late Delivery,18
2036,57027,Missing Item,43
2037,12795,Late Delivery,31
2038,1614,Wrong Item,14
2039,95634,Wrong Item,20
2040,29599,Wrong Item,46
2041,31316,Missing Item,28
2042,55107,Cold Food,20
2043,94701,Missing Item,5
2044,39823,Cold Food,44
2045,52571,Cold Food,28
2046,5792,Cold Food,59
2047,38351,Missing Item,6
2048,52656,Wrong Item,11
2049,53129,Wrong Item,23
2050,59319,Cold Food,11
2051,10476,Cold Food,44
2052,97825,Wrong Item,28
2053,25461,Cold Food,28
2054,35686,Late Delivery,48
2055,18480,Wrong Item,48
2056,62232,Cold Food,12
2057,18907,Missing Item,58
2058,59435,Cold Food,11
2059,55091,Cold Food,25
2060,80018,Wrong Item,55
2061,93131,Cold Food,52
2062,60053,Wrong Item,3
2063,19337,Late Delivery,49
2064,75641,Late Delivery,39
2065,46288,Wrong Item,37
2066,9553,Wrong Item,3
2067,28291,Missing Item,30
2068,27478,Cold Food,44
2069,12871,Wrong Item,60
2070,62104,Wrong Item,70
2071,86831,Wrong Item,65
2072,8461,Missing Item,70
2073,32466,Wrong Item,59
2074,19529,Cold Food,17
2075,90352,Wrong Item,17
2076,68256,Missing Item,55
2077,27296,Cold Food,45
2078,24925,Wrong Item,33
2079,69865,Cold Food,36
2080,64471,Missing Item,55
2081,95122,Cold Food,8
2082,3936,Cold Food,10
2083,43060,Missing Item,26
2084,14395,Cold Food,24
2085,24677,Cold Food,62
2086,89972,Missing Item,1
2087,45826,Late Delivery,50
2088,67476,Late Delivery,63
2089,90209,Missing Item,47
2090,15491,Late Delivery,13
2091,37206,Missing Item,27
2092,60317,Cold Food,64
2093,24971,Late Delivery,16
2094,16284,Missing Item,41
2095,96587,Late Delivery,45
2096,71626,Cold Food,36
2097,21447,Late Delivery,1
2098,37514,Cold Food,19
2099,71350,Wrong Item,55
2100,91445,Late Delivery,16
2101,33643,Wrong Item,9
2102,91479,Missing Item,62
2103,6543,Missing Item,52
2104,41257,Late Delivery,42
2105,56699,Missing Item,25
2106,10345,Cold Food,69
2107,89680,Late Delivery,33
2108,73157,Late Delivery,54
2109,75792,Late Delivery,12
2110,77940,Cold Food,49
2111,60605,Missing Item,29
2112,4459,Wrong Item,69
2113,47680,Wrong Item,9
2114,50231,Missing Item,59
2115,85000,Wrong Item,50
2116,34206,Missing Item,33
2117,2392,Missing Item,41
2118,41435,Missing Item,30
2119,20693,Cold Food,62
2120,22446,Late Delivery,28
2121,30723,Missing Item,26
2122,16317,Missing Item,57
2123,12563,Missing Item,70
2124,35860,Wrong Item,35
2125,29312,Wrong Item,30
2126,67676,Wrong Item,37
2127,30390,Cold Food,12
2128,36194,Cold Food,65
2129,33444,Missing Item,32
2130,43944,Missing Item,19
2131,50639,Cold Food,40
2132,25599,Cold Food,17
2133,15652,Missing Item,14
2134,62433,Cold Food,49
2135,70800,Wrong Item,48
2136,6837,Wrong Item,61
2137,2823,Wrong Item,25
2138,6926,Cold Food,45
2139,12409,Missing Item,71
2140,49394,Wrong Item,15
2141,59506,Wrong Item,23
2142,71592,Late Delivery,11
2143,77458,Wrong Item,25
2144,5134,Wrong Item,64
2145,51387,Late Delivery,25
2146,72259,Cold Food,10
2147,68722,Wrong Item,39
2148,59552,Late Delivery,5
2149,3639,Missing Item,34
2150,18657,Missing Item,61
2151,7055,Late Delivery,55
2152,38119,Missing Item,24
2153,10470,Late Delivery,27
2154,41055,Missing Item,26
2155,26718,Cold Food,16
2156,66236,Late Delivery,21
2157,77461,Cold Food,45
2158,71561,Wrong Item,42
2159,60335,Cold Food,55
2160,70860,Missing Item,60
2161,79403,Wrong Item,15
2162,41071,Wrong Item,22
2163,34038,Late Delivery,67
2164,75484,Wrong Item,71
2165,83046,Cold Food,34
2166,75103,Missing Item,25
2167,43238,Late Delivery,17
2168,64421,Cold Food,35
2169,39946,Cold Food,15
2170,90769,Cold Food,55
2171,26420,Missing Item,35
2172,32935,Wrong Item,24
2173,26185,Missing Item,6
2174,4411,Missing Item,21
2175,86044,Missing Item,37
2176,89511,Cold Food,36
2177,41947,Cold Food,36
2178,303,Cold Food,46
2179,1575,Cold Food,57
2180,78004,Wrong Item,4
2181,87829,Late Delivery,20
2182,45757,Wrong Item,40
2183,33488,Cold Food,37
2184,76633,Wrong Item,18
2185,64664,Late Delivery,41
2186,95017,Cold Food,52
2187,16026,Late Delivery,19
2188,69493,Wrong Item,51
2189,45941,Missing Item,39
2190,99712,Cold Food,23
2191,68573,Cold Food,37
2192,89461,Cold Food,29
2193,40256,Missing Item,40
2194,9529,Cold Food,18
2195,86619,Missing Item,62
2196,84370,Missing Item,55
2197,47808,Cold Food,6
2198,12060,Late Delivery,53
2199,36892,Missing Item,46
2200,16367,Missing Item,65
2201,38571,Missing Item,55
2202,87174,Wrong Item,35
2203,73165,Wrong Item,30
2204,28244,Missing Item,15
2205,84068,Cold Food,31
2206,15981,Late Delivery,15
2207,18731,Wrong Item,24
2208,96031,Cold Food,69
2209,90221,Late Delivery,64
2210,11030,Cold Food,33
2211,65055,Missing Item,11
2212,71146,Wrong Item,59
2213,77442,Cold Food,56
2214,64335,Wrong Item,12
2215,44745,Cold Food,20
2216,75663,Missing Item,7
2217,71414,Wrong Item,6
2218,30412,Wrong Item,37
2219,34061,Cold Food,13
2220,57218,Late Delivery,71
2221,10448,Missing Item,44
2222,49884,Cold Food,8
2223,65818,Cold Food,20
2224,49204,Missing Item,4
2225,31877,Cold Food,53
2226,90369,Cold Food,70
2227,23112,Late Delivery,30
2228,74651,Wrong Item,28
2229,95967,Missing Item,33
2230,56971,Missing Item,17
2231,49370,Late Delivery,18
2232,56823,Wrong Item,7
2233,41469,Missing Item,23
2234,14892,Wrong Item,41
2235,16633,Late Delivery,37
2236,81821,Wrong Item,39
2237,79713,Late Delivery,12
2238,49602,Cold Food,19
2239,47961,Late Delivery,34
2240,97715,Late Delivery,28
2241,72177,Cold Food,68
2242,38245,Missing Item,48
2243,20940,Cold Food,15
2244,40245,Cold Food,4
2245,14330,Cold Food,18
2246,8180,Missing Item,49
2247,35592,Wrong Item,65
2248,22698,Cold Food,36
2249,28026,Missing Item,54
2250,45079,Wrong Item,4
2251,58083,Cold Food,15
2252,91022,Missing Item,62
2253,92381,Late Delivery,60
2254,58588,Late Delivery,28
2255,72232,Missing Item,28
2256,47979,Late Delivery,34
2257,83304,Cold Food,34
2258,19089,Missing Item,28
2259,20837,Cold Food,33
2260,10516,Late Delivery,67
2261,80900,Cold Food,61
2262,71297,Late Delivery,32
2263,55547,Cold Food,10
2264,68282,Cold Food,64
2265,8235,Wrong Item,3
2266,72235,Late Delivery,62
2267,89966,Missing Item,20
2268,16647,Cold Food,41
2269,46139,Late Delivery,2
2270,96849,Wrong Item,58
2271,6848,Missing Item,52
2272,5362,Late Delivery,58
2273,67498,Wrong Item,66
2274,23130,Late Delivery,5
2275,35823,Cold Food,15
2276,2875,Wrong Item,1
2277,28036,Wrong Item,49
2278,50950,Cold Food,49
2279,45129,Missing Item,33
2280,80143,Missing Item,13
2281,80282,Cold Food,10
2282,73263,Late Delivery,60
2283,80996,Wrong Item,2
2284,9972,Cold Food,7
2285,13310,Wrong Item,48
2286,97979,Wrong Item,21
2287,14738,Missing Item,59
2288,70868,Cold Food,14
2289,16712,Missing Item,30
2290,12517,Late Delivery,3
2291,21650,Cold Food,35
2292,64844,Late Delivery,17
2293,23493,Late Delivery,5
2294,94148,Late Delivery,64
2295,92526,Missing Item,40
2296,62559,Missing Item,46
2297,44336,Cold Food,6
2298,93837,Late Delivery,66
2299,72084,Missing Item,69
2300,5767,Cold Food,41
2301,47383,Wrong Item,38
2302,74240,Cold Food,24
2303,23053,Late Delivery,2
2304,93255,Late Delivery,64
2305,21124,Late Delivery,26
2306,35243,Late Delivery,8
2307,72603,Wrong Item,64
2308,16282,Late Delivery,64
2309,67321,Cold Food,7
2310,76466,Missing Item,67
2311,94110,Cold Food,25
2312,64376,Late Delivery,42
2313,4849,Cold Food,2
2314,17524,Late Delivery,33
2315,57338,Missing Item,66
2316,57538,Wrong Item,17
2317,80463,Late Delivery,46
2318,59544,Late Delivery,67
2319,96136,Wrong Item,60
2320,62427,Wrong Item,61
2321,54138,Missing Item,1
2322,60537,Missing Item,11
2323,13228,Cold Food,15
2324,55076,Late Delivery,11
2325,74185,Cold Food,59
2326,61971,Wrong Item,7
2327,16975,Late Delivery,64
2328,41932,Missing Item,18
2329,21406,Late Delivery,2
2330,89750,Cold Food,10
2331,94170,Cold Food,29
2332,14707,Cold Food,1
2333,56072,Wrong Item,24
2334,1666,Late Delivery,34
2335,97117,Late Delivery,55
2336,1441,Cold Food,64
2337,96048,Missing Item,23
2338,77385,Cold Food,50
2339,7682,Wrong Item,60
2340,26661,Wrong Item,51
2341,95977,Cold Food,7
2342,6275,Late Delivery,68
2343,15740,Missing Item,51
2344,82718,Cold Food,63
2345,53116,Wrong Item,2
2346,59031,Cold Food,4
2347,52303,Missing Item,9
2348,86978,Missing Item,49
2349,97578,Missing Item,52
2350,28491,Wrong Item,21
2351,45886,Missing Item,20
2352,18673,Missing Item,42
2353,21756,Wrong Item,58
2354,28645,Cold Food,11
2355,21371,Wrong Item,27
2356,21742,Late Delivery,64
2357,7882,Wrong Item,67
2358,13044,Missing Item,9
2359,42259,Wrong Item,52
2360,4835,Cold Food,40
2361,38238,Late Delivery,12
2362,95377,Missing Item,25
2363,76169,Cold Food,57
2364,63213,Missing Item,3
2365,13655,Wrong Item,9
2366,2028,Cold Food,67
2367,9479,Cold Food,28
2368,69858,Wrong Item,35
2369,88580,Wrong Item,34
2370,82875,Late Delivery,31
2371,82016,Cold Food,31
2372,24014,Wrong Item,21
2373,97015,Wrong Item,53
2374,52349,Wrong Item,8
2375,18088,Missing Item,7
2376,13706,Wrong Item,38
2377,47995,Late Delivery,46
2378,84965,Cold Food,20
2379,10725,Missing Item,43
2380,92393,Late Delivery,41
2381,84146,Late Delivery,51
2382,52512,Late Delivery,48
2383,98041,Late Delivery,29
2384,403,Late Delivery,6
2385,44729,Wrong Item,30
2386,58944,Wrong Item,5
2387,84417,Late Delivery,11
2388,83354,Missing Item,55
2389,12145,Missing Item,19
2390,32165,Missing Item,42
2391,92880,Late Delivery,9
2392,43012,Cold Food,62
2393,18303,Missing Item,70
2394,45418,Cold Food,13
2395,6080,Wrong Item,32
2396,55690,Cold Food,49
2397,85569,Late Delivery,19
2398,72502,Late Delivery,67
2399,10484,Cold Food,2
2400,47196,Wrong Item,63
2401,84115,Wrong Item,42
2402,84297,Wrong Item,56
2403,21401,Wrong Item,7
2404,53824,Missing Item,8
2405,25688,Late Delivery,28
2406,60924,Late Delivery,59
2407,2538,Late Delivery,2
2408,23506,Cold Food,57
2409,68114,Missing Item,60
2410,16626,Wrong Item,12
2411,75346,Cold Food,59
2412,51652,Late Delivery,39
2413,21241,Wrong Item,11
2414,66007,Wrong Item,52
2415,14523,Late Delivery,9
2416,60802,Late Delivery,65
2417,78900,Late Delivery,13
2418,32879,Wrong Item,18
2419,80080,Cold Food,30
2420,46252,Missing Item,16
2421,29217,Missing Item,37
2422,63722,Wrong Item,53
2423,74999,Cold Food,62
2424,94155,Missing Item,53
2425,42325,Wrong Item,9
2426,62937,Cold Food,52
2427,99783,Missing Item,1
2428,35722,Missing Item,68
2429,7291,Wrong Item,12
2430,20133,Late Delivery,51
2431,26808,Late Delivery,34
2432,79161,Missing Item,24
2433,79519,Late Delivery,15
2434,58116,Wrong Item,39
2435,77243,Cold Food,1
2436,42683,Wrong Item,20
2437,7681,Late Delivery,1
2438,54918,Wrong Item,6
2439,39578,Missing Item,23
2440,20550,Cold Food,14
2441,94105,Wrong Item,62
2442,96822,Wrong Item,23
2443,61425,Late Delivery,10
2444,28829,Wrong Item,40
2445,47345,Missing Item,9
2446,39406,Late Delivery,2
2447,54491,Missing Item,60
2448,91988,Late Delivery,56
2449,56720,Late Delivery,4
2450,66562,Late Delivery,44
2451,51942,Missing Item,18
2452,70387,Wrong Item,58
2453,69130,Late Delivery,50
2454,88975,Missing Item,20
2455,14933,Wrong Item,45
2456,78420,Late Delivery,60
2457,81929,Missing Item,9
2458,4586,Wrong Item,57
2459,40689,Missing Item,29
2460,61449,Missing Item,37
2461,79427,Missing Item,64
2462,62620,Cold Food,15
2463,33067,Cold Food,48
2464,88829,Wrong Item,27
2465,51994,Cold Food,42
2466,63266,Wrong Item,20
2467,65101,Cold Food,33
2468,72658,Missing Item,38
2469,84928,Cold Food,43
2470,91870,Cold Food,70
2471,57401,Wrong Item,60
2472,24498,Late Delivery,35
2473,37151,Missing Item,2
2474,57518,Wrong Item,60
2475,66297,Wrong Item,30
2476,72675,Wrong Item,65
2477,55381,Cold Food,37
2478,98605,Wrong Item,57
2479,64385,Late Delivery,5
2480,95704,Cold Food,21
2481,7777,Cold Food,39
2482,3252,Late Delivery,14
2483,37423,Cold Food,64
2484,75883,Missing Item,9
2485,269,Late Delivery,33
2486,20270,Cold Food,31
2487,31931,Missing Item,68
2488,29368,Late Delivery,50
2489,12097,Late Delivery,39
2490,59154,Wrong Item,65
2491,47164,Wrong Item,61
2492,54053,Cold Food,12
2493,95116,Wrong Item,49
2494,59157,Late Delivery,16
2495,84016,Missing Item,71
2496,78738,Missing Item,1
2497,3853,Late Delivery,47
2498,91826,Cold Food,37
2499,91068,Cold Food,40
2500,84725,Late Delivery,28
2501,554,Cold Food,3
2502,11142,Missing Item,48
2503,35219,Missing Item,15
2504,74518,Late Delivery,68
2505,91155,Late Delivery,11
2506,45060,Late Delivery,13
2507,74835,Cold Food,23
2508,29429,Late Delivery,12
2509,45318,Late Delivery,23
2510,73919,Wrong Item,11
2511,51726,Missing Item,26
2512,19862,Wrong Item,48
2513,91156,Missing Item,19
2514,83126,Missing Item,68
2515,17419,Cold Food,20
2516,78790,Late Delivery,50
2517,98104,Late Delivery,9
2518,16337,Missing Item,34
2519,11472,Cold Food,27
2520,14743,Late Delivery,46
2521,12004,Wrong Item,5
2522,8332,Late Delivery,15
2523,57147,Missing Item,48
2524,93466,Cold Food,57
2525,17591,Missing Item,30
2526,70988,Late Delivery,32
2527,8074,Missing Item,2
2528,65341,Missing Item,6
2529,96712,Late Delivery,55
2530,24602,Late Delivery,67
2531,47721,Cold Food,29
2532,2629,Missing Item,26
2533,99011,Wrong Item,35
2534,78666,Missing Item,13
2535,24601,Cold Food,50
2536,19619,Missing Item,19
2537,71867,Missing Item,49
2538,41884,Late Delivery,26
2539,76205,Cold Food,2
2540,65234,Missing Item,10
2541,78104,Missing Item,64
2542,39114,Late Delivery,41
2543,72641,Cold Food,67
2544,39490,Late Delivery,18
2545,96010,Cold Food,45
2546,68306,Cold Food,47
2547,91069,Late Delivery,36
2548,92709,Late Delivery,56
2549,5151,Missing Item,41
2550,22703,Wrong Item,35
2551,51890,Wrong Item,19
2552,6936,Missing Item,6
2553,91137,Cold Food,50
2554,66791,Wrong Item,5
2555,13836,Cold Food,28
2556,44373,Missing Item,47
2557,19891,Cold Food,25
2558,87811,Missing Item,65
2559,22554,Missing Item,57
2560,42716,Missing Item,38
2561,78486,Late Delivery,3
2562,65523,Wrong Item,5
2563,4020,Missing Item,63
2564,4924,Missing Item,35
2565,45506,Wrong Item,40
2566,52130,Cold Food,43
2567,37441,Wrong Item,33
2568,47719,Late Delivery,13
2569,18748,Missing Item,34
2570,35053,Late Delivery,52
2571,66156,Wrong Item,13
2572,81266,Cold Food,6
2573,91214,Late Delivery,16
2574,10977,Missing Item,17
2575,29461,Wrong Item,42
2576,36185,Missing Item,69
2577,61597,Wrong Item,14
2578,27005,Late Delivery,70
2579,47346,Late Delivery,25
2580,85169,Cold Food,30
2581,40763,Wrong Item,59
2582,10068,Wrong Item,20
2583,48305,Cold Food,40
2584,20553,Late Delivery,4
2585,24590,Cold Food,4
2586,96567,Missing Item,71
2587,47740,Cold Food,50
2588,62039,Missing Item,29
2589,46030,Cold Food,39
2590,98280,Cold Food,45
2591,24225,Wrong Item,60
2592,4457,Cold Food,10
2593,13256,Late Delivery,27
2594,78058,Wrong Item,43
2595,47942,Late Delivery,27
2596,21998,Wrong Item,6
2597,74774,Wrong Item,64
2598,85296,Cold Food,30
2599,36832,Cold Food,10
2600,12421,Late Delivery,68
2601,36264,Wrong Item,26
2602,67142,Late Delivery,48
2603,9135,Wrong Item,19
2604,16445,Late Delivery,22
2605,58127,Missing Item,37
2606,76415,Late Delivery,64
2607,54204,Missing Item,10
2608,99279,Missing Item,46
2609,90819,Late Delivery,29
2610,65980,Late Delivery,71
2611,13008,Late Delivery,35
2612,60875,Missing Item,1
2613,9775,Wrong Item,36
2614,4057,Cold Food,27
2615,22063,Wrong Item,38
2616,98670,Late Delivery,59
2617,79017,Wrong Item,59
2618,26236,Late Delivery,66
2619,18323,Late Delivery,28
2620,47850,Cold Food,29
2621,45552,Missing Item,48
2622,32340,Missing Item,62
2623,25404,Cold Food,21
2624,61213,Cold Food,21
2625,96671,Missing Item,57
2626,49557,Cold Food,44
2627,26736,Missing Item,56
2628,5625,Late Delivery,22
2629,60967,Cold Food,52
2630,97914,Wrong Item,59
2631,37035,Late Delivery,13
2632,21374,Missing Item,28
2633,75953,Late Delivery,36
2634,40823,Cold Food,70
2635,60983,Missing Item,68
2636,16395,Missing Item,69
2637,66992,Cold Food,67
2638,11987,Wrong Item,56
2639,77291,Missing Item,71
2640,50824,Cold Food,47
2641,27132,Late Delivery,58
2642,48943,Wrong Item,50
2643,36925,Wrong Item,61
2644,93091,Cold Food,12
2645,69783,Cold Food,37
2646,62693,Missing Item,14
2647,16145,Late Delivery,49
2648,38420,Missing Item,60
2649,12179,Cold Food,58
2650,16079,Cold Food,39
2651,23120,Wrong Item,8
2652,56451,Late Delivery,61
2653,23121,Late Delivery,39
2654,58617,Missing Item,70
2655,66542,Wrong Item,53
2656,29151,Late Delivery,70
2657,59223,Cold Food,15
2658,30070,Missing Item,35
2659,44880,Cold Food,50
2660,52963,Wrong Item,14
2661,85804,Missing Item,60
2662,98822,Cold Food,64
2663,80262,Cold Food,6
2664,92661,Missing Item,45
2665,43459,Late Delivery,39
2666,74411,Cold Food,53
2667,28113,Late Delivery,52
2668,22949,Cold Food,4
2669,99352,Missing Item,38
2670,58416,Late Delivery,48
2671,73995,Late Delivery,24
2672,744,Missing Item,10
2673,30424,Missing Item,39
2674,96779,Late Delivery,13
2675,47601,Missing Item,59
2676,42368,Wrong Item,14
2677,78915,Cold Food,34
2678,26553,Late Delivery,51
2679,35508,Late Delivery,38
2680,12757,Late Delivery,34
2681,45018,Missing Item,48
2682,70505,Late Delivery,47
2683,79503,Cold Food,21
2684,4321,Wrong Item,63
2685,79627,Late Delivery,38
2686,40935,Wrong Item,10
2687,21474,Wrong Item,36
2688,83525,Cold Food,38
2689,48653,Cold Food,39
2690,50080,Missing Item,23
2691,88849,Cold Food,47
2692,52317,Cold Food,22
2693,67242,Wrong Item,36
2694,16448,Late Delivery,58
2695,13266,Wrong Item,71
2696,32458,Wrong Item,48
2697,66936,Wrong Item,58
2698,87116,Late Delivery,29
2699,93601,Late Delivery,40
2700,1078,Missing Item,68
2701,74923,Late Delivery,70
2702,17469,Wrong Item,36
2703,7312,Late Delivery,1
2704,706,Missing Item,67
2705,8122,Missing Item,20
2706,41899,Wrong Item,45
2707,76110,Late Delivery,12
2708,51123,Cold Food,29
2709,73930,Cold Food,22
2710,56964,Cold Food,60
2711,78204,Missing Item,48
2712,18971,Cold Food,22
2713,77916,Wrong Item,37
2714,57766,Missing Item,16
2715,11437,Wrong Item,42
2716,81618,Wrong Item,8
2717,83500,Late Delivery,68
2718,3674,Wrong Item,65
2719,9163,Wrong Item,10
2720,32555,Missing Item,61
2721,40988,Missing Item,22
2722,1388,Late Delivery,15
2723,71,Wrong Item,29
2724,11075,Cold Food,45
2725,51964,Missing Item,67
2726,83999,Missing Item,6
2727,37059,Cold Food,16
2728,24714,Late Delivery,71
2729,91817,Wrong Item,13
2730,14222,Missing Item,40
2731,48486,Wrong Item,3
2732,77519,Wrong Item,30
2733,54201,Missing Item,26
2734,93653,Late Delivery,32
2735,37438,Cold Food,41
2736,85126,Cold Food,15
2737,31063,Late Delivery,55
2738,98696,Cold Food,35
2739,31227,Missing Item,51
2740,11780,Late Delivery,21
2741,64390,Late Delivery,35
2742,85741,Missing Item,47
2743,97142,Cold Food,10
2744,73134,Late Delivery,58
2745,68939,Missing Item,47
2746,33181,Cold Food,27
2747,89851,Late Delivery,34
2748,57066,Late Delivery,68
2749,83588,Wrong Item,22
2750,34692,Missing Item,15
2751,86464,Late Delivery,66
2752,61290,Missing Item,25
2753,19989,Cold Food,20
2754,57706,Wrong Item,56
2755,45809,Wrong Item,25
2756,33581,Cold Food,4
2757,53994,Missing Item,60
2758,36690,Missing Item,55
2759,45188,Wrong Item,57
2760,58674,Cold Food,61
2761,84870,Wrong Item,48
2762,53808,Cold Food,45
2763,2242,Wrong Item,8
2764,99836,Cold Food,13
2765,16415,Missing Item,15
2766,51324,Late Delivery,18
2767,19361,Wrong Item,71
2768,75996,Cold Food,70
2769,41925,Missing Item,17
2770,69360,Missing Item,50
2771,31860,Late Delivery,29
2772,29166,Cold Food,20
2773,55952,Cold Food,47
2774,26047,Wrong Item,46
2775,14407,Missing Item,70
2776,36881,Late Delivery,65
2777,2910,Late Delivery,70
2778,32505,Late Delivery,67
2779,90308,Cold Food,5
2780,94423,Wrong Item,33
2781,56114,Late Delivery,26
2782,292,Missing Item,61
2783,87252,Wrong Item,67
2784,59039,Cold Food,23
2785,89030,Wrong Item,51
2786,66912,Missing Item,12
2787,97918,Missing Item,8
2788,51467,Cold Food,22
2789,54811,Missing Item,3
2790,76453,Cold Food,25
2791,66531,Wrong Item,20
2792,97077,Wrong Item,8
2793,32220,Missing Item,35
2794,94411,Missing Item,40
2795,54218,Cold Food,45
2796,88133,Missing Item,20
2797,82748,Late Delivery,53
2798,90401,Late Delivery,26
2799,59619,Missing Item,36
2800,74689,Wrong Item,1
2801,23423,Cold Food,35
2802,94894,Wrong Item,59
2803,81556,Late Delivery,45
2804,11360,Late Delivery,70
2805,21457,Late Delivery,33
2806,48875,Missing Item,32
2807,92788,Cold Food,9
2808,17399,Cold Food,63
2809,7435,Wrong Item,65
2810,76454,Wrong Item,61
2811,23479,Wrong Item,46
2812,85147,Missing Item,43
2813,88593,Missing Item,46
2814,76304,Cold Food,2
2815,33577,Missing Item,34
2816,74928,Cold Food,6
2817,73803,Missing Item,20
2818,46183,Missing Item,47
2819,383,Wrong Item,61
2820,93951,Missing Item,64
2821,73491,Late Delivery,48
2822,61285,Missing Item,33
2823,9250,Late Delivery,39
2824,10934,Wrong Item,15
2825,51016,Late Delivery,41
2826,82266,Missing Item,30
2827,86253,Wrong Item,44
2828,94245,Cold Food,30
2829,24432,Late Delivery,69
2830,99590,Missing Item,2
2831,94843,Wrong Item,36
2832,17188,Wrong Item,26
2833,19890,Missing Item,1
2834,39909,Wrong Item,31
2835,52920,Missing Item,21
2836,79990,Late Delivery,57
2837,55201,Wrong Item,34
2838,62755,Late Delivery,45
2839,99983,Missing Item,28
2840,38771,Wrong Item,15
2841,47833,Cold Food,57
2842,43097,Wrong Item,55
2843,25812,Missing Item,23
2844,14098,Wrong Item,8
2845,95175,Missing Item,18
2846,97069,Late Delivery,70
2847,39880,Late Delivery,53
2848,2198,Missing Item,31
2849,1112,Missing Item,61
2850,59327,Late Delivery,60
2851,65122,Late Delivery,50
2852,31375,Late Delivery,3
2853,74889,Missing Item,52
2854,40129,Cold Food,57
2855,65264,Wrong Item,37
2856,31429,Wrong Item,11
2857,21449,Cold Food,43
2858,91610,Missing Item,42
2859,54391,Missing Item,3
2860,12807,Cold Food,48
2861,62648,Wrong Item,39
2862,16837,Wrong Item,13
2863,76459,Late Delivery,61
2864,75584,Late Delivery,69
2865,21721,Wrong Item,20
2866,89714,Cold Food,60
2867,76996,Missing Item,2
2868,47525,Missing Item,27
2869,47416,Wrong Item,30
2870,23668,Cold Food,9
2871,98515,Cold Food,46
2872,78711,Cold Food,26
2873,13429,Late Delivery,6
2874,31511,Cold Food,50
2875,69572,Wrong Item,66
2876,68603,Wrong Item,25
2877,43641,Cold Food,9
2878,1464,Cold Food,14
2879,51480,Wrong Item,53
2880,50765,Missing Item,18
2881,53301,Cold Food,2
2882,73682,Cold Food,48
2883,70066,Missing Item,36
2884,28873,Wrong Item,19
2885,54754,Cold Food,15
2886,83121,Missing Item,45
2887,45317,Missing Item,68
2888,67308,Missing Item,53
2889,87637,Cold Food,46
2890,55176,Late Delivery,36
2891,14139,Cold Food,14
2892,88362,Missing Item,50
2893,98251,Late Delivery,25
2894,99746,Cold Food,30
2895,19997,Cold Food,69
2896,30204,Cold Food,62
2897,33480,Late Delivery,28
2898,15505,Missing Item,3
2899,82198,Late Delivery,45
2900,13534,Missing Item,4
2901,11274,Missing Item,41
2902,47038,Cold Food,61
2903,18010,Missing Item,21
2904,81332,Missing Item,16
2905,29682,Missing Item,54
2906,30929,Wrong Item,10
2907,25748,Missing Item,43
2908,46464,Late Delivery,58
2909,63815,Wrong Item,12
2910,57574,Cold Food,66
2911,48086,Missing Item,1
2912,56836,Wrong Item,32
2913,44229,Cold Food,16
2914,35285,Late Delivery,50
2915,16060,Cold Food,60
2916,44123,Late Delivery,32
2917,77803,Wrong Item,33
2918,77118,Cold Food,64
2919,15969,Wrong Item,35
2920,17994,Late Delivery,68
2921,35656,Late Delivery,62
2922,34992,Wrong Item,25
2923,96188,Missing Item,9
2924,21116,Wrong Item,11
2925,34748,Late Delivery,50
2926,84594,Late Delivery,63
2927,40747,Wrong Item,20
2928,27358,Cold Food,43
2929,40045,Cold Food,51
2930,37806,Late Delivery,31
2931,53309,Cold Food,67
2932,77475,Cold Food,27
2933,40355,Cold Food,7
2934,13824,Wrong Item,16
2935,25792,Missing Item,38
2936,26874,Wrong Item,7
2937,80134,Cold Food,53
2938,64211,Late Delivery,25
2939,88426,Late Delivery,58
2940,85011,Late Delivery,3
2941,63208,Wrong Item,56
2942,40403,Cold Food,11
2943,55123,Late Delivery,15
2944,54412,Missing Item,28
2945,95508,Wrong Item,58
2946,88831,Late Delivery,68
2947,38649,Missing Item,54
2948,6810,Late Delivery,21
2949,31204,Late Delivery,44
2950,30620,Wrong Item,29
2951,28727,Late Delivery,26
2952,58618,Cold Food,35
2953,96771,Cold Food,37
2954,73664,Missing Item,47
2955,64278,Missing Item,17
2956,52827,Cold Food,10
2957,99347,Late Delivery,24
2958,78306,Missing Item,28
2959,29976,Wrong Item,31
2960,81280,Missing Item,3
2961,74270,Late Delivery,35
